CID100000085,C0000729
CID100000085,C0000737
CID100000085,C0002418
CID100000085,C0002871
CID100000085,C0003123
CID100000085,C0003467
CID100000085,C0003811
CID100000085,C0004093
CID100000085,C0004238
CID100000085,C0004604
CID100000085,C0006277
CID100000085,C0007222
CID100000085,C0008031
CID100000085,C0009450
CID100000085,C0009806
CID100000085,C0010200
CID100000085,C0011570
CID100000085,C0011991
CID100000085,C0012833
CID100000085,C0013378
CID100000085,C0013395
CID100000085,C0013404
CID100000085,C0015230
CID100000085,C0015397
CID100000085,C0015967
CID100000085,C0017152
CID100000085,C0017178
CID100000085,C0018681
CID100000085,C0019080
CID100000085,C0020437
CID100000085,C0020461
CID100000085,C0020517
CID100000085,C0020538
CID100000085,C0020649
CID100000085,C0021400
CID100000085,C0023218
CID100000085,C0025222
CID100000085,C0026826
CID100000085,C0027497
CID100000085,C0030193
CID100000085,C0030252
CID100000085,C0030517
CID100000085,C0030554
CID100000085,C0031350
CID100000085,C0033774
CID100000085,C0035078
CID100000085,C0035455
CID100000085,C0036572
CID100000085,C0037199
CID100000085,C0039231
CID100000085,C0042029
CID100000085,C0042373
CID100000085,C0042571
CID100000085,C0042963
CID100000085,C0043094
CID100000085,C0043096
CID100000085,C0085595
CID100000085,C0085649
CID100000085,C0151735
CID100000085,C0151736
CID100000085,C0152020
CID100000085,C0231528
CID100000085,C0426576
CID100000085,C0522055
CID100000085,C0546817
CID100000085,C0917801
CID100000085,C0947912
CID100000085,C1510472
CID100000119,C0002792
CID100000119,C0002994
CID100000119,C0030193
CID100000119,C0042109
CID100000119,C0863083
CID100000137,C0002871
CID100000137,C0003537
CID100000137,C0004936
CID100000137,C0006118
CID100000137,C0009450
CID100000137,C0011991
CID100000137,C0013604
CID100000137,C0015230
CID100000137,C0015256
CID100000137,C0015397
CID100000137,C0015967
CID100000137,C0017178
CID100000137,C0017638
CID100000137,C0018681
CID100000137,C0018799
CID100000137,C0018979
CID100000137,C0018989
CID100000137,C0019080
CID100000137,C0019348
CID100000137,C0020429
CID100000137,C0020580
CID100000137,C0020649
CID100000137,C0023518
CID100000137,C0027497
CID100000137,C0027651
CID100000137,C0027765
CID100000137,C0027769
CID100000137,C0030193
CID100000137,C0030554
CID100000137,C0031256
CID100000137,C0033774
CID100000137,C0035229
CID100000137,C0036508
CID100000137,C0036572
